gene,logFC,P.Value
XLOC_l2_010071,0.090591735098098,0.170161076236535
PIN4,-0.120277136006876,0.170164731050238
XLOC_003406,-0.109270999284654,0.170187499601841
MBP,0.110880301427429,0.1702036895864
XLOC_014287,-0.160442879570939,0.17030868835937
XLOC_007145,-0.0712263963241964,0.170315076352695
GAL3ST2,0.137333274375573,0.170342144157779
C13orf41,0.0584592363550818,0.170350074166325
XLOC_010475,0.152385371869236,0.170375858655042
LBP,-0.0871448479076884,0.170538517414563
XLOC_l2_004857,-0.152528582424966,0.170554853957454
XLOC_l2_013252,-0.119863785112596,0.170557334226832
XLOC_007852,0.176651659096588,0.170576687640749
LINC00265,-0.0956884188111733,0.170622468994012
TMUB1,-0.0536454603421817,0.17072423654686
TM7SF4,0.10208802383093,0.170768937672235
XLOC_l2_000941,-0.0332317865171445,0.170770298666516
BTBD6,-0.0527388491651699,0.170772753941428
LOC400541,-0.141930409272555,0.170786608801054
ZFPM1,-0.0901796606649841,0.170896941191221
LOC100133857,-0.122602598939991,0.170902657432435
DDX3Y,0.456128628711617,0.170959711166233
XLOC_012617,-0.0896487418358949,0.170977447969184
XLOC_000615,-0.132134444592233,0.171046578594596
HAAO,0.160365635148368,0.171079139699987
DNAJC14,0.0787615150421592,0.171130023745075
GPLD1,0.0675941333092807,0.171134854866346
ATF2,0.0702672173985794,0.171173728657033
XLOC_005634,0.157035435536249,0.171209961613948
SNORD113-1,0.10383082536088,0.17126304042897
XLOC_000711,0.132524158962349,0.171280452653981
MAGEB2,0.16308367931013,0.171325972780041
XLOC_012097,-0.142011399590564,0.171364788968592
VGF,0.34321492108899,0.171550584564708
XLOC_l2_005692,0.0974089106690688,0.171554009838862
SLC1A5,0.179334960616071,0.171559186158843
LOC388946,-0.0733922269316902,0.171657699254286
CCDC137,0.0777375411163028,0.171661604077366
XLOC_004264,0.0412017070141244,0.171716345318147
H2BFM,-0.176985236603799,0.171839588334267
XLOC_009733,0.146939362205955,0.171886389359517
XLOC_010183,-0.0917021979398209,0.172013978950661
LOC729324,-0.160349809016303,0.172064602183551
RPS6KA5,-0.0888711643623399,0.1720739435613
ARHGAP28,-0.137425121941334,0.172274361763062
DCAKD,-0.075794286791139,0.172311335632516
LOC100147773,-0.149297081328655,0.172337684919412
GOLGA6C,0.0997706399365135,0.172361220554316
KCNJ3,0.40418583433338,0.172407646868795
CBX3P2,0.140933651379701,0.17244787896161
XLOC_003425,0.0861670191933299,0.172638156560979
XLOC_006929,-0.109983105003723,0.172647126558682
XLOC_001375,0.153279262618012,0.172659811833366
ZBTB39,0.13404226920396,0.172689497979214
SPDYE2,0.095201201246399,0.172708471274843
RNF112,-0.141734297173664,0.172718951364843
LOC100507009,0.159008588378114,0.172719705304563
LOC100131053,-0.147044585619445,0.172839053989894
XLOC_005809,-0.127140439505069,0.17283907207481
LOC401220,-0.0479001002412336,0.172841470858711
GALNT12,-0.109867754115593,0.1730107366272
XLOC_009228,0.102995372614939,0.173019956018122
ARMC4,-0.0627595251709359,0.173048267714155
SNORA25,0.136390404032657,0.173051661282169
XLOC_l2_013877,-0.135988313489116,0.173066942544862
EMX2OS,0.0713572898447441,0.173129047255642
RCOR3,0.0726640475999716,0.173129190893608
XLOC_007538,0.0777036873000096,0.173222584744289
XLOC_003402,-0.158403447309598,0.173234586543682
KATNB1,-0.127748366064059,0.173288074316878
GGA1,0.101679125534925,0.173408445021787
DARC,0.190517973998257,0.173431689872894
XLOC_001514,-0.204323932932245,0.173591657849289
XLOC_002081,0.113929131347687,0.173614966746349
LOC100127961,0.053627002896246,0.173731770546448
BTBD17,0.265323706397317,0.173814385621811
GCGR,0.22080979535488,0.173822162041151
TM4SF19,0.109557547791022,0.173839446110845
LOC400891,0.148260437758073,0.173861336976651
H1FOO,0.0375455717438657,0.173899228796264
XLOC_009087,0.0353410610379474,0.173917458000259
XLOC_011271,-0.0544863308477406,0.174004344133607
XLOC_007510,0.0917325326538565,0.174018314235482
AMICA1,0.111639633833675,0.174025792197088
XLOC_l2_006152,-0.145858435125014,0.174139700858971
XLOC_013863,0.0388148357053646,0.174191552402066
PI4KAP2,0.114580944848674,0.17420773897261
PCGF2,0.119988317923072,0.174216032782853
XLOC_002211,0.0841837744280935,0.174221787222094
HTR1F,-0.140337659994904,0.174264871218191
LOC285758,0.160604376247462,0.174358789855323
DDX28,-0.0637520024365097,0.1743768890499
XLOC_001882,-0.0668135834041657,0.17438081074728
XLOC_005832,-0.103067341922159,0.174393894382569
XLOC_006771,-0.0998413979098713,0.174426610867724
HEATR4,-0.154733334504309,0.174464221155849
LOC100506929,-0.105663399887588,0.174480215369843
ERV3-1,0.265433381974678,0.174504715691825
LOC400654,0.0908166057806676,0.174521967313944
TAF1A,0.0995996626764706,0.174554178108479
XLOC_012875,0.0342297744518913,0.17455967655333
PDLIM5,0.100818296322767,0.174560951575231
OR4F21,-0.164518815367555,0.174578390909486
XLOC_012564,-0.0669255682215861,0.174603900438257
LOC100288728,0.0695485350162321,0.174618524167944
LOC100289026,0.167449113275331,0.174649207292986
EDF1,0.0436839971908167,0.174681654551058
ADD3,-0.0814989558622736,0.174755588887936
LOC100506036,-0.142330125884488,0.17477499201765
L3MBTL4,-0.124668499945512,0.174859334124664
SF3B1,0.0750643268987714,0.174861617885118
CNTN5,-0.107542708270462,0.174889446091082
WWTR1,-0.121281416686744,0.174918428505944
XLOC_000148,0.119057215238992,0.174969134314728
XLOC_l2_011244,-0.0977742569007785,0.175065943576022
TBC1D28,0.109222663268164,0.175137841095528
AATK-AS1,-0.198596257861416,0.175155188643438
SLMO1,0.0894297887851625,0.175187480352944
USP21,-0.0847212766088044,0.175211350269995
LRRC7,-0.0293937625973439,0.175236653173237
OTUD7A,-0.174576951801955,0.175312373712
XLOC_001125,0.142787008691182,0.175370258340516
LOC729609,-0.0858899344558135,0.175396398012894
LOC100130386,-0.140968243132243,0.175429110798997
XLOC_006775,-0.122166083224083,0.17546124147724
LOC728073,-0.113853131309099,0.175560090441834
XLOC_l2_000092,0.18073070172481,0.175563498318947
XLOC_l2_013883,-0.110444854353941,0.175570573468502
MDC1,0.0911332361130839,0.175630521775604
TGIF2,0.157267579892276,0.175647946080688
OR5L1,-0.163935411653115,0.175679800632049
FGF14,-0.180012317522013,0.175684264364622
SLC26A10,-0.17870931167245,0.17573314943607
TTI1,-0.0796292455750862,0.175905091872215
NAT10,0.0700826515970316,0.175939722614729
FLJ20712,-0.127563421875674,0.175951352203772
GUCY1A2,0.0543420879509466,0.176050262022256
CLEC2B,-0.183719450023257,0.176073462719763
PTPN5,0.133426959804014,0.176111491648257
COL18A1,0.205059986179719,0.176124408863192
XLOC_006138,-0.126410683398969,0.176153103266369
TUBG2,0.0771855671067065,0.176187504866223
XLOC_000771,0.202119047248906,0.176271818458445
TMEM213,-0.211815710946444,0.17629445642899
XLOC_009338,-0.147477238937019,0.176312827185761
LOC100506507,-0.0897108590767666,0.176318387896352
TIGD6,-0.0998915834739336,0.176393118708748
LOC100652857,-0.157494187393575,0.176439439848321
LOC100289650,-0.161114719914792,0.176446246883551
FLJ41941,0.156208831862531,0.176562776008564
XLOC_011660,-0.0451115175535752,0.176611748132822
COL9A1,-0.0543813872193049,0.176698386816554
SPP2,0.0928484213554204,0.176727777220656
LOC100132344,0.112412036823701,0.176786865217477
CHTOP,-0.102135897186097,0.176792003553949
XRCC3,0.0870114612573509,0.176834931587283
XLOC_013052,0.0364545304838559,0.176860443945642
PPIL4,0.0474610082486748,0.176888281629658
SNTB2,-0.0811243417972403,0.176927911647164
NFE2L1,0.0595478120372155,0.177013919497511
XLOC_011016,0.212214654283434,0.177024392304768
MTNR1A,0.0470344925182418,0.17703674158379
XLOC_000600,-0.181063524668338,0.177063450093473
LOC100506397,-0.0784297516429082,0.177073182878839
XLOC_l2_015773,0.163788173667418,0.177162116141349
XLOC_l2_012743,-0.189566976514602,0.177169225710183
ZBED2,0.258245643982011,0.177195675315927
DFNB31,-0.0820456384538324,0.1772003436309
NR2F1,-0.199448717910483,0.177308763224038
ZNF304,-0.142167332558536,0.177323651896471
LOC400499,-0.157198809784968,0.177361769605024
ZFP57,0.233483941305959,0.177406917229726
XLOC_009122,-0.0962346513609713,0.17745321357321
LOC100507033,0.079474212613224,0.177536905561513
LILRP2,0.159677758523807,0.177543088500827
XLOC_008286,-0.0686657036258644,0.177601899002443
SLC27A5,0.136206883757259,0.177604819506998
LOC100506130,0.14570758595726,0.177614937455272
HSPB11,-0.106736057425546,0.177641842919063
LOC100287813,0.177002704626672,0.17764766078142
XLOC_009514,-0.21929811536409,0.177677931995234
IL9R,0.14726547085774,0.177726282783369
XLOC_l2_009833,0.17364832686961,0.177772055737622
OR8J3,0.064388115707807,0.177775788445028
XLOC_005596,-0.144632084853757,0.177779898810845
XLOC_008114,-0.0612465954030661,0.177849488154376
XLOC_002455,0.0840184110063029,0.177942949024976
XLOC_l2_013390,0.149749221708035,0.177960953946834
TRPC4AP,0.0698533551296894,0.178010555913958
XLOC_014276,0.135807950650624,0.178022860144278
RCN2,-0.0724604924837235,0.178024423690149
XLOC_002967,-0.115791366066177,0.178156604072886
XLOC_007927,0.10272661467846,0.178182582129424
ANXA5,0.114028346605224,0.178204189402756
ITPKA,-0.136604200284491,0.17824506249484
XLOC_009233,0.110862324336321,0.178250138701726
ITGAL,0.19861191159459,0.178253044317277
XLOC_000318,-0.0513334259968388,0.178264799130859
FAM106CP,0.125071589920798,0.178311216579313
CAPN9,-0.204698424679583,0.178328641169195
TRUB1,0.083576249729969,0.178365251768156
XLOC_000680,-0.0921749650160808,0.178393556992492
COL4A2,0.129538048053167,0.17852476623305
KALRN,0.13279844248212,0.178528981269205
XLOC_007184,0.0940744924641679,0.178564897182213
WARS,-0.173185097283998,0.178585289819055
CDC23,0.128604098885805,0.178595257732879
XLOC_010583,-0.135333587824696,0.178680892190131
XLOC_000506,0.0252688936855323,0.178701860822053
XLOC_007614,-0.162930841054363,0.17871876161277
XLOC_002721,-0.125104489981233,0.178759628301114
RXFP1,0.160953652217325,0.17881295077956
MPP1,0.220677199910106,0.178818497186219
XLOC_002619,-0.0877801778227032,0.178843629987419
XLOC_012175,-0.19841799264182,0.178844443977202
XLOC_012592,-0.0749231793562857,0.179035399814961
LOC100506661,0.090321286952654,0.179041187224137
XLOC_009266,-0.105003381210138,0.179077539738848
LOXL3,0.128909810566053,0.179090709910866
CAPN11,0.116710587078452,0.179193778464757
LINC00184,-0.117597718501517,0.17925267437728
XLOC_011972,-0.0506448637294419,0.179315965676214
EDDM3A,-0.071293194679481,0.179360983726776
OR4K13,-0.0764788686938744,0.179383497031143
XLOC_l2_001669,-0.0841674010168942,0.179389215332373
XLOC_l2_013484,0.05446027903406,0.179398240122844
XLOC_l2_009129,-0.175246798652162,0.179444038032421
ZFP42,0.0332581397711131,0.179498849111521
NCAPH2,-0.0497256037789722,0.179528641137151
C17orf103,0.137116215287619,0.179531506236142
TMEM215,0.211696048356135,0.179569445541288
CCDC84,-0.0802389584000505,0.179583199810116
F11,-0.299530833870576,0.179631329243038
ARHGAP30,0.115507483788483,0.179632581816802
XLOC_003235,-0.0714724285543333,0.179673946668351
TGFBR3,0.188106595689664,0.179708439119429
XLOC_006421,-0.138123756161151,0.179720579901633
SEMA5B,0.102027352432366,0.179810735948115
ENPP3,0.366815689249434,0.179810847736098
LOC100131719,-0.0810620376182112,0.17981172986156
KCNH1,0.089785680895957,0.179819459949987
STARD8,-0.121318666351232,0.179837681521099
XLOC_006566,-0.0689102142230056,0.179924477127495
ZNF222,0.127266098239797,0.179932870519159
SNHG1,-0.0754071633119526,0.179958422592293
MS4A4A,0.216789042009129,0.179971943885967
SLC39A1,0.0595991107068405,0.180010009571065
LOC100652784,0.199983320209645,0.180051639223721
SEL1L,0.0763867944522572,0.180054143502986
NOL6,-0.14208723015495,0.180077324497683
XLOC_000100,0.0766857323011372,0.180080784483684
XLOC_000044,-0.135265756426042,0.180156100320401
XLOC_002461,0.146609978522977,0.180160785278967
XLOC_002540,-0.124581850516283,0.180167074822364
XLOC_002089,-0.191308140457063,0.180194019676292
NUP133,0.0761177188081659,0.180196938899084
SNORD114-2,-0.133163176396361,0.180265864742274
HSPA8,0.195583369302105,0.180269216598183
LOC643770,0.154430937844324,0.180285928440975
CABS1,-0.167652280339379,0.180396672652487
LOC100128482,-0.0736067093338639,0.180437732531041
ROCK1,0.0595069046783738,0.18045836070859
XLOC_000983,-0.142752610038029,0.180499667900119
XLOC_008474,-0.0390957330639472,0.180625762836343
UNQ9370,0.110999669222001,0.180645860575571
METTL20,-0.101558872077281,0.180646358194924
XLOC_006140,0.0479833030395662,0.180675294363291
XLOC_006731,-0.159488741787347,0.180860314706056
XLOC_009928,0.109524521335852,0.180871895540265
OR2T8,0.0526266885346161,0.180916425636219
XLOC_008971,0.153072645783352,0.180957483889646
SSX2,-0.0847290595134895,0.181110395106506
SNORD98,-0.155885841247704,0.181152988670484
XLOC_009016,0.157487315370707,0.181191864129652
XLOC_003712,0.0441115321975722,0.181228279626287
XLOC_012878,0.100536072313768,0.181262712130516
XLOC_009628,0.105258760914386,0.181324767343586
FAM3C,-0.12627161970646,0.181325914373631
WDR16,0.115562695540478,0.181388249490791
ZNF628,0.0732603966540957,0.181431904346022
CTRC,-0.22705317276478,0.181504287018989
C5orf60,-0.108764878753796,0.181507848713235
XLOC_004806,0.163015362365485,0.18154340349973
HOXC5,-0.15169733768183,0.181619145373114
SCML2,0.115217846859272,0.181747193686474
XLOC_006117,-0.0929280301484143,0.181747983606156
XLOC_003668,-0.173479068817248,0.1817661342909
DNAJB5,-0.121109534746235,0.18178408411812
XLOC_012965,-0.16264917018518,0.18181497119286
RPL3,-0.0426554464416569,0.18186341443008
XLOC_012428,-0.109811920514314,0.181865634345441
XLOC_003344,-0.135862778003337,0.181935315819038
XLOC_010384,0.159258810091997,0.181943170453131
XLOC_013034,-0.0397370538104596,0.181955383782174
ZNF804A,-0.07117221414829,0.181956708004298
NUDT17,0.100776401568957,0.181990938012867
GM2A,0.062245773477593,0.181991587969868
SMCR5,-0.138568174161641,0.182034584424602
VNN2,0.360888752617469,0.182109321432682
LOC728724,0.0834237835630502,0.182110244366184
TAS2R60,0.154549310997813,0.18212145170107
XLOC_009828,0.171998210859835,0.182145366989462
SNORA74A,0.239821943340113,0.18215420853402
CREG1,-0.0767485632076319,0.182158183504878
LYPD1,0.182773162643664,0.182194550861734
NKX2-4,0.051450236624937,0.182269605618494
UBE2B,0.0701656801394916,0.182271145247936
XLOC_010896,0.0691745977159266,0.182362102681951
XLOC_013573,-0.0912072117348484,0.182364419275245
LOC100505658,-0.0895035488597247,0.18238632555404
NFASC,-0.156912883602288,0.182412837588097
XLOC_005794,0.0171338127634419,0.182538700899534
LOC100506473,-0.109877942708312,0.182609315509911
PRDM4,0.0596361796330065,0.182616700527408
MRPS31,-0.0543360345498147,0.182677960795386
XLOC_004176,0.0319559378232623,0.182724158641787
PCBP1-AS1,0.233426618605931,0.182734557215652
LOC100131599,-0.120973505712815,0.182774605545044
GRIN3A,0.221849253203979,0.182786062171438
XLOC_011216,-0.109100152733633,0.182829602196618
FUK,0.0642766602640608,0.182945995864113
XLOC_012641,0.15948106555829,0.183139387585638
XLOC_011292,0.084032607769676,0.183221938243701
XLOC_009449,-0.133355745908807,0.183233858918534
XLOC_l2_003810,0.0219426445237216,0.183285441737407
AGPHD1,-0.095935644239022,0.183335628447247
DDIT4L,-0.146067376315817,0.18342514360218
XLOC_006721,0.137357912904265,0.183464809906662
C14orf183,-0.270527596206844,0.183604046309485
LINC00310,0.0702090032055431,0.1836199655858
ZCCHC13,-0.166427881433228,0.18367137560938
XLOC_000929,0.0592853191336065,0.183700078963807
PROX1,0.159394254998238,0.183787232327815
TAL1,-0.156654509942064,0.183810023649802
XLOC_001331,0.156125802760126,0.183880779599074
MIPEPP3,0.115100493999694,0.183882939865261
KCTD14,0.164479119314723,0.183893644669205
CCDC54,-0.0428922628887451,0.18390894549065
C9orf5,-0.0946671810400055,0.183966839710061
IRF2BP1,-0.0989411936624247,0.183993077563072
C9orf173,-0.122186601156274,0.184014311704236
ARHGAP40,0.139451019886076,0.184014650964214
GSTA2,-0.326546982858273,0.184021102895603
ARL14,0.140114066010512,0.184030087720822
XLOC_011944,0.122811284726502,0.184059281462092
AHCYL2,0.104556427250115,0.184067889765864
FLJ31104,0.148376139813451,0.184139571313164
MRPS2,-0.0609883745996012,0.184208087786295
RNF14,-0.0598794188704623,0.184267197908604
XLOC_011681,0.121627197364212,0.184278396924592
XLOC_008003,0.114726986747714,0.184282074057979
NLRP8,0.129603302496395,0.184323031261513
PDPK1,0.0799647114936519,0.184329976677143
ERVI-1,-0.153623580302322,0.184342356814659
LOC401589,-0.0961627938799283,0.184415289220508
XLOC_001825,-0.129811033764376,0.184430873570809
XLOC_007595,0.0287659924304817,0.184485162846603
ICOS,0.158261471621299,0.184575594620729
XLOC_003987,0.0970462755343047,0.184715432736635
PRAMEF7,0.13215588572014,0.184756895639093
LOC441956,0.0994282103601505,0.18476814270115
C17orf52,-0.102744244675473,0.184815780098428
XLOC_001469,-0.113371442865413,0.18483147904754
RPS19BP1,-0.0490409559213578,0.184929665045245
XLOC_013824,-0.0304064130073891,0.185026159758503
KCNMB4,-0.195842347527276,0.185027627323521
XLOC_013825,-0.101351028141512,0.185049721429311
XLOC_006984,-0.107860811460163,0.185114121791583
ICAM4,-0.161958484139568,0.18518093795344
YBX1,-0.0898338149966165,0.185227146936459
LIPJ,-0.152009127965105,0.185229236426593
XLOC_002606,0.0484130531142517,0.185330055536649
SHC2,-0.150726854771264,0.185337882029033
C5orf35,0.180675904365494,0.185342432516065
HSPA1B,0.122184647743254,0.185363323971595
XLOC_l2_006902,-0.0332895405861968,0.185400947515516
HUS1B,0.0471290509113509,0.18541392806921
CFHR2,-0.0776714181759073,0.185493037837121
LOC100131910,0.144830070994367,0.185648887654226
XLOC_004142,-0.172421278038594,0.186008560455148
FAM171A1,0.0728234786574866,0.1860385738661
RNF146,-0.0588202981844912,0.186059420178219
MAN2B2,0.0981952814321492,0.186109242300059
LOC255654,-0.119293021244936,0.186128764735463
KLHL10,0.0954167856395269,0.186146571012456
DNM2,0.0951840540239601,0.186146605741705
XLOC_001847,-0.0863657464683545,0.18620537548344
B4GALT1,0.105783846407047,0.186357292512832
XLOC_004155,-0.107284691651023,0.18637620247844
VPS37A,0.0779968373218889,0.186490894204033
Q20ZE8,0.105216466868478,0.186518336708838
XLOC_l2_013125,-0.0447434713775305,0.186577923199844
CSTL1,0.0763597444935693,0.186594342538272
